	CK_m6A_1	CK_m6A_2	CK_m6A_3	CK_m6A_4	RSV_m6A_1	RSV_m6A_2	RSV_m6A_3	RSV_m6A_4
27020981_27021340_Os11g0669100	37.40795029	49.4030326	55.63346801	55.07630392	99.88243286	92.9409422	108.8004972	109.5241071
27152920_27153181_Os11g0672200	16.73513566	16.46767753	20.29869779	21.24371722	26.12309782	37.83436585	31.96398788	30.32975273
27157302_27157663_Os11g0672300	115.1771101	96.36640926	112.7705433	118.8074556	100.3946505	98.6983457	104.4976527	101.9416689
27179322_27179589_Os11g0672700	8.8597777	10.97845169	15.78787606	11.80206512	8.707699275	11.514807	7.99099697	12.63739697
27191052_27191291_Os11g0672800	20.67281463	20.12716143	17.2914833	18.09649986	34.8307971	25.49707264	23.35829884	28.64476646
27200381_27200680_Os11g0673100	99.42639419	110.3944309	91.72004186	91.26930363	202.8381713	171.0771325	172.728473	181.9785164
272023_272174_Os11g0106000	65.95612288	82.94830164	75.9321658	68.45197772	112.1756554	120.9054735	111.2592655	107.8391208
27203692_27204198_Os11g0673200	255.9491336	236.0367113	197.7243525	200.6351071	153.1530637	181.7694533	170.2697047	136.4838873
2735833_2736643_Os11g0157100	1423.470951	1402.192246	1470.527884	1388.709663	1553.043777	1490.34502	1465.425906	1592.312018
2739052_2739463_Os11g0157200	959.8092509	919.7502859	1035.233587	1030.713688	962.9690963	902.2673769	917.7352674	864.3979527
27406085_27406535_Os11g0678000	559.1504149	567.2200039	600.6910938	535.8137567	542.9506607	530.5036081	535.396797	560.2579323
27487464_27487583_Os11g0679700	61.03402416	64.04096818	63.90330785	67.66517338	55.83171888	52.63911771	53.47821049	39.59717717
2749003_2749770_Os11g0157300	132.8966655	145.7694419	169.1558149	181.7518029	179.2761615	184.236912	202.2336926	188.7184614
27670439_27670798_Os11g0684000	48.23656748	50.01294658	51.12264628	54.28949957	154.1774989	144.7575737	170.8843967	155.8612293
27784729_27784997_Os11g0686250	30.51701208	28.66595719	30.82394849	33.04578235	32.26970908	47.70420042	38.7256007	19.37734202
27797372_27797791_Os11g0686500	30.51701208	32.32544108	36.08657385	31.47217367	31.24527387	40.30182449	25.81706713	33.69972525
27890695_27890906_Os11g0687800	7.875357956	8.538795757	11.27705433	7.868043416	6.146611253	6.579889713	10.44976527	4.212465656
2791061_2791557_Os11g0157600	120.0992088	112.2241728	112.7705433	113.2998252	164.421851	179.3019947	201.0043084	152.4912568
281469_281824_Os11g0106083	70.8782216	81.11855969	76.68396943	85.76167324	180.3005967	180.9469671	146.2967138	149.9637774
2817689_2818197_Os11g0158400	132.8966655	105.515119	114.2741505	111.7262165	163.3974158	185.0593982	185.6370065	161.7586812
28224414_28224830_Os11g0691700	30.51701208	35.98492498	30.07214487	36.19299972	28.68418585	23.85210021	33.19337203	22.74731454
28235320_28235857_Os11g0692000	31.50143182	26.22630125	26.31312676	32.25897801	24.07422741	18.91718293	23.35829884	35.38471151
28347318_28347618_Os11g0693900	89.58219675	100.6358071	90.21643462	100.7109557	101.4190857	111.0356389	88.51565875	107.8391208
2837344_2837702_Os11g0158500	95.48871522	75.62933385	54.88166439	105.4317818	58.3928069	87.1835387	77.4512014	90.98925818
28407583_28407851_Os11g0695000	27.56375285	27.44612922	43.60461007	35.40619537	33.80636189	30.43198992	27.66114336	17.69235576
2841244_2841333_Os11g0158600	501.0696499	414.7415082	446.5713514	450.8388878	410.7985187	407.9531622	431.5138364	411.1366481
28471036_28471539_Os11g0695975	45.28330825	26.22630125	20.29869779	32.25897801	31.24527387	27.96453128	30.73460373	29.48725959
28471095_28471539_Os11g0695975	39.37678978	24.39655931	19.54689417	30.68536932	28.68418585	23.85210021	28.27583543	27.80227333
28477753_28478023_Os11g0696200	47.25214774	31.7155271	35.33477023	34.61939103	36.36744991	25.49707264	49.79005805	25.27479394
28749398_28749717_Os11g0701700	286.4661456	272.6315503	306.7358777	295.8384325	218.2046995	206.4440398	239.115217	195.4584065
28777598_28777987_Os11g0702700	54.14308595	70.14010801	57.13707526	60.58393431	58.90502451	53.46160392	55.32228672	61.50199858
28822977_28823307_Os11g0704300	35.4391108	31.10561312	18.79509055	29.11176064	30.73305626	19.73966914	30.11991166	32.85723212
28893222_28893521_Os11g0705900	7.875357956	14.0280216	9.021643462	22.03052157	16.39096334	16.44972428	9.22038112	16.00736949
28898170_28898857_Os11g0706100	195.8995292	240.9160232	204.4905851	213.2239766	158.7874574	170.2546463	181.334162	192.9309271
28901535_28902103_Os11g0706100	272.6842692	264.0927545	242.0807662	226.5996504	150.5919757	147.2250323	158.5905553	156.7037224
28965383_28965741_Os11g0707900	27.56375285	35.98492498	31.57575212	31.47217367	37.90410273	34.544421	28.89052751	41.28216343
28988493_28988674_Os11g0708500	13.78187642	20.12716143	17.2914833	19.67010854	19.97648657	19.73966914	22.12891469	22.74731454
2942305_2942815_Os11g0160500	417.3939717	435.4785836	440.5569224	429.5951705	401.5786018	432.6277487	427.2109919	434.7264557
2967605_2967783_Os11g0160850	4.922098722	7.318967792	5.262625353	3.934021708	8.19548167	9.047348356	7.99099697	1.684986263
2974097_2974308_Os11g0161000	41.34562927	34.15518303	35.33477023	42.48743445	43.02627877	41.94679692	56.55167087	37.91219091
2981172_2981470_Os11g0161100	24.61049361	16.46767753	15.03607244	32.25897801	24.07422741	32.89944857	23.35829884	20.21983515
2986727_2986877_Os11g0161166	10.82861719	4.879311861	8.26983984	5.507630392	4.60995844	4.112431071	5.532228672	2.527479394
3030214_3030334_Os11g0162000	37.40795029	35.98492498	23.30591228	41.70063011	44.05071398	46.05922799	38.7256007	44.65213596
3093816_3094113_Os11g0163500	41.34562927	35.98492498	44.35641369	36.97980406	59.92945971	46.88171421	44.25782937	54.76205353
3093829_3094098_Os11g0163575	44.2988885	37.81466693	36.08657385	34.61939103	53.78284846	41.94679692	38.7256007	49.70709474
3096112_3096321_Os11g0163500	25.59491336	15.24784957	21.80230503	23.60413025	25.61088022	18.91718293	27.66114336	25.27479394
315062_315329_Os11g0106900	12.79745668	16.46767753	21.05050141	14.94928249	13.31765771	15.62723807	17.82607016	13.4798901
3233949_3234760_Os11g0166866	152.5850604	112.2241728	118.7849722	114.8734339	105.5168265	128.3078494	119.8649546	98.57169636
3249301_3249810_Os11g0167200	36.42353055	29.88578515	33.07935936	29.89856498	50.70954284	28.7870175	46.1019056	37.91219091
3250300_3250751_Os11g0167300	51.18982671	54.89225844	54.12986077	44.06104313	49.68510763	60.86397985	57.78105502	69.92692989
3297929_3301313_Os11g0168300	298.2791826	304.3470774	321.0201465	312.3613236	349.8446238	347.9116686	303.0431928	330.2573075
3338395_3338962_Os11g0169100	144.7097024	148.2090978	157.8787606	143.1983902	146.4942349	148.8700048	162.8933998	184.5059957
3389320_3389649_Os11g0170200	187.0397515	209.81041	218.0230503	204.5691288	116.7856138	122.5504459	137.6910247	136.4838873
3395743_3395923_Os11g0170200	60.04960441	42.0840648	42.10100282	40.91382577	21.00092178	19.73966914	25.81706713	31.17224586
344180_344360_Os11g0107400	19.68839489	26.83621524	35.33477023	31.47217367	35.85523231	31.25447614	29.50521958	22.74731454
344188_344368_Os11g0107425	20.67281463	27.44612922	32.32755574	24.39093459	31.75749147	26.31955885	28.89052751	17.69235576
345491_345760_Os11g0107400	21.65723438	25.61638727	17.2914833	22.03052157	18.95205136	17.2722105	17.82607016	20.21983515
3521671_3522211_Os11g0171800	30.51701208	42.69397879	35.33477023	29.89856498	35.3430147	38.65685207	43.02844522	40.4396703
356982_357192_Os11g0107600	33.47027131	43.91380675	54.88166439	29.89856498	35.3430147	30.43198992	47.33128975	37.91219091
359846_360085_Os11g0107700	54.14308595	66.48062411	53.37805715	54.28949957	42.51406116	43.59176935	33.80806411	44.65213596
3660988_3661377_Os11g0173800	23.62607387	34.76509701	20.29869779	18.09649986	16.39096334	27.14204507	14.13791772	21.90482141
3776851_3777175_Os11g0175800	64.97170314	87.8276135	80.44298753	80.25404285	65.05163576	66.62138335	76.83650933	75.82438181
3795980_3796160_Os11g0176100	72.84706109	79.89873173	83.45020202	84.18806456	67.10050618	83.89359385	71.91897273	85.09180626
3801778_3802814_Os11g0176250	96.47313496	107.3448609	115.0259541	125.1018903	106.0290441	108.5681803	95.27727157	100.2566826
3816401_3816699_Os11g0176300	21.65723438	15.85776355	18.04328692	22.03052157	26.63531543	24.67458643	26.43175921	26.9597802
4017448_4017954_Os11g0180300	43.31446876	68.92028004	67.66232596	51.92908655	47.63623721	57.57403499	51.0194422	44.65213596
4076904_4079245_Os11g0181100	126.0057273	142.109958	148.8571171	162.8684987	176.2028559	149.692491	178.8753937	131.4289285
4090140_4090643_Os11g0181400	209.6814056	226.2780876	245.0879807	210.0767592	200.2770833	231.1186262	233.5829884	247.6929806
4092680_4093585_Os11g0181500	727.4861912	747.7545428	725.4904951	677.4385382	1038.265084	1039.622575	1056.040984	1040.479017
4101035_4101455_Os11g0181800	196.8839489	215.2996359	201.4833706	179.3913899	250.4744085	257.438185	220.6744548	266.2278295
4109376_4110154_Os11g0181900	255.9491336	262.2630125	249.5988024	271.4474979	258.1576726	233.5860848	279.684894	282.235199
4150265_4151577_Os11g0182500	126.990147	132.3513342	110.5151324	103.8581731	224.8635283	211.378957	234.1976804	201.3558584
4168308_4168758_Os11g0182900	18.70397515	9.758623723	18.79509055	18.09649986	15.87874574	13.15977943	7.99099697	14.32238323
417574_417963_Os11g0108932	87.61335726	100.6358071	96.23086359	112.5130209	90.15029837	82.24862142	121.7090308	99.41418949
424992_425381_Os11g0109000	118.1303693	131.7414203	134.5728483	143.1983902	99.88243286	99.52083191	86.05689045	102.784162
4254621_4254829_Os11g0184100	35.4391108	35.98492498	35.33477023	35.40619537	31.24527387	35.36690721	30.11991166	48.86460161
4255213_4255806_Os11g0184100	146.6785419	123.2026245	147.3535099	121.954673	101.9313033	105.2782354	90.35973497	117.1065452
42606_43114_Os11g0101200	93.51987573	98.80606519	103.7488998	95.99012968	66.07607097	80.60364899	95.27727157	72.45440929
447662_447842_Os11g0109600	13.78187642	16.46767753	12.02885795	18.8833042	15.36652813	23.029614	10.44976527	7.582438181
447662_447901_Os11g0109600	15.75071591	16.46767753	12.78066157	20.45691288	15.87874574	24.67458643	11.06445734	8.424931313
447744_447892_Os11g0109616	8.8597777	7.318967792	4.510821731	8.654847758	8.707699275	12.33729321	4.917536597	5.054958788
4557958_4559248_Os11g0189900	138.803184	140.280216	160.8859751	129.8227164	131.6399243	120.0829873	104.4976527	155.8612293
462874_463413_Os11g0109933	243.1516769	284.8298299	269.8975002	233.6808895	252.0110614	250.8582953	246.4915219	280.5502127
474792_476361_Os11g0110000	9.844197445	9.14870974	9.773447084	10.22845644	15.36652813	18.91718293	17.82607016	16.84986263
477511_477961_Os11g0110000	63.98728339	59.7715703	72.17314769	51.92908655	70.1738118	78.13619035	75.60712518	80.03684747
477579_477961_Os11g0110033	66.94054263	63.4310542	75.18036218	55.86310826	74.78377024	85.53856627	84.21281423	83.40681999
4799320_4799558_Os11g0195600	64.97170314	73.7995919	56.38527164	73.17280377	112.687873	88.82851113	126.0118753	101.0991758
4861144_4861324_Os11g0197200	10.82861719	21.34698939	19.54689417	14.94928249	14.34209292	12.33729321	17.82607016	10.95241071
4899562_4899862_Os11g0197600	24.61049361	31.7155271	27.81673401	31.47217367	23.5620098	33.72193478	28.89052751	46.33712222
4919718_4919895_Os11g0197975	102.3796534	92.70692537	104.5007034	121.1678686	110.6390025	95.40840084	112.4886497	99.41418949
4919724_4919844_Os11g0198100	77.76915981	61.60131225	67.66232596	77.89362982	82.46703431	68.26635578	76.22181726	63.18698484
4993637_4994231_Os11g0199700	542.4152792	493.420412	443.5641369	480.7374527	602.8801204	607.8173123	611.0039222	683.2619295
4994438_4994647_Os11g0199700	155.5383196	139.060388	159.3823678	144.7719989	142.396494	154.6274083	145.6820217	155.0187362
5012719_5012989_Os11g0199801	82.69125854	51.23277454	60.89609337	62.15754299	88.10142796	93.76342842	82.368738	69.92692989
5013078_5013258_Os11g0199801	35.4391108	31.7155271	24.0577159	29.89856498	40.97740835	37.83436585	52.86351842	50.54958788
5073895_5074850_Os11g0200950	196.8839489	216.5194638	257.8686423	194.3406724	165.9585038	166.1422153	159.2052473	161.7586812
5084284_5084403_Os11g0201299	3.937678978	3.659483896	5.262625353	1.573608683	4.097740835	0.822486214	5.532228672	7.582438181
5089383_5091274_Os11g0201360	25.59491336	27.44612922	24.80951952	15.73608683	24.58644501	31.25447614	22.74360676	16.84986263
5168779_5169314_Os11g0202300	537.4931805	572.7092297	584.9032178	553.1234522	384.6754209	370.1187964	384.7972387	392.6017992
5173543_5174964_Os11g0202400	56.11192544	59.7715703	60.89609337	66.87836904	73.75933503	52.63911771	59.01043917	58.97451919
531044_532220_Os11g0110901	453.8175022	401.9333146	411.9883848	423.3007358	462.0202792	486.9118388	450.5692907	482.7485642
5326939_5327329_Os11g0205500	128.9589865	114.0539148	140.5872773	105.4317818	154.6897165	146.4025461	125.3971832	113.7365727
533086_533265_Os11g0111000	3.937678978	6.709053809	6.014428975	10.22845644	5.634393648	8.224862142	5.532228672	6.73994505
5375290_5375530_Os11g0206600	3.937678978	9.758623723	6.766232596	9.4416521	7.683264066	3.289944857	9.22038112	4.212465656
5382956_5383582_Os11g0206700	307.1389603	329.3535506	335.3044153	290.3308021	313.4771739	297.7400095	328.2455679	254.4329256
5399319_5399887_Os11g0207000	277.6063679	286.6595719	274.408322	276.9551283	253.0354966	257.438185	260.0147476	251.0629531
5426518_5426669_Os11g0207100	284.4973062	298.2479375	330.7935936	259.6454327	252.0110614	236.8760297	224.3626072	225.7881592
5586563_5586801_Os11g0208800	11.81303693	7.318967792	17.2914833	14.16247815	19.97648657	18.91718293	27.04645128	27.80227333
5592980_5593280_Os11g0208900	34.45469106	34.76509701	37.59018109	37.7666084	28.68418585	43.59176935	31.96398788	33.69972525
5615460_5616544_Os11g0209200	28.54817259	36.59483896	43.60461007	32.25897801	42.00184356	38.65685207	47.33128975	42.12465656
5661838_5662467_Os11g0209700	793.4423141	803.8666292	747.2928001	796.2459937	810.8404678	738.5926203	710.5840383	789.416064
5680189_5680398_Os11g0210000	10.82861719	14.63793558	8.26983984	16.52289117	22.02535699	12.33729321	13.52322564	11.79490384
5710885_5711244_Os11g0210201	75.80032033	79.28881775	76.68396943	75.5332168	485.0700714	449.8999592	447.4958303	435.5689489
5712670_5713304_Os11g0210300	1063.173324	1119.192158	1117.931986	1070.053905	1305.130456	1277.321091	1273.027287	1313.446792
5715554_5716258_Os11g0210300	466.6149589	434.8686696	451.0821731	469.722192	620.8077365	593.0125604	601.168849	576.2653018
5898817_5899145_Os11g0213600	111.2394311	112.2241728	123.295794	121.1678686	96.29690963	89.65099734	102.6535765	112.0515865
5922024_5922276_Os11g0213900	78.75357956	84.16812961	81.19479116	91.26930363	108.5901321	124.1954183	102.0388844	104.4691483
602586_603239_Os11g0113100	369.1574042	376.9268413	422.5136355	360.3563885	447.6781862	457.3023351	469.624745	466.7411947
6065015_6065434_Os11g0216000	377.0327621	342.1617443	402.9667413	348.5543233	364.6989343	332.2844305	340.5394094	387.5468404
6065310_6065669_Os11g0216100	390.8146386	354.9699379	411.2365811	365.8640189	353.430147	318.3021649	341.7687935	369.8544846
6105578_6106457_Os11g0216900	665.4677473	677.0045208	649.5583293	639.6719298	735.0322623	722.9653823	710.5840383	823.9582824
610592_610951_Os11g0113200	30.51701208	32.32544108	30.07214487	29.11176064	39.44075554	37.83436585	30.73460373	31.17224586
6113103_6113725_Os11g0217300	271.6998495	311.0561312	280.4227509	308.4273019	330.8925724	316.6571925	315.9517264	337.8397456
6341801_6342309_Os11g0221000	52.17424646	45.7435487	46.61182455	37.7666084	44.56293158	41.12431071	50.40475012	37.91219091
6419860_6420189_Os11g0222900	78.75357956	84.16812961	72.92495132	83.40126021	58.3928069	54.28409014	62.69859161	59.81701232
6421550_6421789_Os11g0222900	54.14308595	45.7435487	62.39970061	50.35547787	64.02720055	46.88171421	51.63413427	72.45440929
6423179_6423300_Os11g0223000	13.78187642	11.58836567	6.766232596	7.081239075	7.683264066	8.224862142	11.06445734	8.424931313
6560493_6561687_Os11g0225300	221.4944425	257.9936147	240.577159	224.2392374	282.7441176	281.2902852	278.4555098	299.9275547
6578_7050_Os11g0100200	53.1586662	86.60778554	70.66954045	60.58393431	76.83264066	62.50895228	58.39574709	67.3994505
6601200_6601409_Os11g0226201	98.44197445	82.94830164	69.16593321	84.18806456	114.2245258	112.6806113	111.8739576	108.6816139
6628609_6629029_Os11g0226700	92.53545598	84.16812961	72.17314769	77.10682548	120.371137	115.9705562	103.2682685	128.9014491
6638305_6638485_Os11g0226933	59.06518467	42.69397879	66.91052234	59.01032562	82.97925191	90.47348356	87.2862746	65.71446424
663974_665086_Os11g0114700	274.6531087	310.4462172	301.4732523	309.2141063	285.3052056	287.870175	307.9607294	300.7700479
6649764_6650170_Os11g0227000	342.5780711	320.8147549	360.1139349	350.9147364	408.7496483	450.7224454	408.7702296	384.1768679
6678325_6678684_Os11g0227200	69.89380186	65.87071013	54.88166439	68.45197772	89.63808077	126.662877	140.7644851	95.20172383
6680465_6680916_Os11g0227250	109.2705916	100.6358071	110.5151324	132.1831294	149.0553229	176.834536	153.6730187	208.9382966
6685694_6685932_Os11g0227300	15.75071591	8.538795757	9.773447084	12.58886947	15.87874574	16.44972428	19.05545431	13.4798901
6708454_6708873_Os11g0227800	35.4391108	40.86423684	31.57575212	36.97980406	91.68695119	74.02375928	97.73603987	89.30427191
6838881_6839747_Os11g0228201	61.03402416	64.04096818	58.6406825	53.50269523	88.61364556	57.57403499	78.68058555	96.88671009
6838902_6839374_Os11g0228600	42.33004901	45.13363472	45.10821731	33.83258669	52.75841325	39.47933828	50.40475012	62.34449171
6861751_6862232_Os11g0229000	129.9434063	97.58623723	106.7561143	126.675499	147.5186701	135.7102253	137.0763326	143.2238323
6872163_6872401_Os11g0229300	29.53259233	29.88578515	23.30591228	24.39093459	44.56293158	46.05922799	49.79005805	44.65213596
6891147_6891388_Os11g0229600	19.68839489	17.6875055	17.2914833	29.11176064	32.78192668	30.43198992	28.27583543	32.01473899
6896008_6896307_Os11g0229500	63.00286365	54.89225844	77.43577305	62.15754299	70.68602941	88.00602492	86.67158252	103.6266551
7011572_7011930_Os11g0232100	110.2550114	106.734947	98.48627446	111.7262165	89.12586316	78.13619035	94.66257949	90.14676504
7125123_7125451_Os11g0234200	32.48585157	21.95690338	32.32755574	25.96454327	37.39188512	31.25447614	20.89953054	37.06969778
7250434_7250913_Os11g0236000	84.66009803	100.0258932	85.70561289	102.2845644	110.6390025	96.23088706	87.90096667	104.4691483
729513_729721_Os11g0116300	182.1176527	210.420324	179.6810656	187.2594333	132.1521419	148.8700048	135.2322564	132.2714216
7327020_7327341_Os11g0236932	4.922098722	9.758623723	6.014428975	7.868043416	45.07514919	54.28409014	63.92797576	50.54958788
747542_747723_Os11g0116550	33.47027131	36.59483896	31.57575212	41.70063011	40.97740835	34.544421	35.03744825	41.28216343
7494022_7494352_Os11g0240600	148.6473814	165.8966033	170.6594222	152.6400423	229.4734868	248.3908367	240.9592933	213.1507622
7584427_7584902_Os11g0241900	285.4817259	340.9419163	318.012932	285.609976	326.282614	318.3021649	288.9052751	342.0522113
759591_760034_Os11g0116900	63.00286365	55.50217242	57.13707526	57.43671694	104.4923913	109.3906665	118.0208783	122.161504
7604805_7605785_Os11g0242150	274.6531087	304.3470774	296.9624306	306.8536932	323.2093084	323.2370822	256.9412872	305.8250066
7639862_7640504_Os11g0242400	715.6731542	756.9032525	730.0013168	718.3523639	555.2438832	510.763939	522.4882634	584.6902331
7649469_7649560_Os11g0242500	3.937678978	0.609913983	3.007214487	5.507630392	2.048870418	7.402375928	3.073460373	2.527479394
7661913_7662180_Os11g0242800	1773.92438	1786.438055	1726.892919	1690.055726	2631.261834	2815.370311	2825.124775	2707.772924
7802248_7802577_Os11g0245200	16.73513566	15.24784957	10.52525071	15.73608683	24.07422741	23.029614	31.34929581	25.27479394
7817993_7818201_Os11g0245500	56.11192544	45.7435487	37.59018109	37.7666084	34.31857949	33.72193478	34.42275618	29.48725959
7865726_7865965_Os11g0245900	68.90938211	68.31036606	65.4069151	58.22352128	50.70954284	66.62138335	60.23982331	42.96714969
7866501_7866859_Os11g0245900	100.4108139	84.77804359	93.97545273	82.61445587	86.05255754	81.4261352	89.13035082	74.13939555
7869429_7869844_Os11g0246100	72.84706109	80.50864571	89.464631	79.46723851	73.75933503	87.1835387	64.54266784	70.76942303
7879423_7879571_Os11g0246200	863.3361159	915.480888	1011.175871	970.1297532	732.9833919	750.1074273	691.528584	688.3168882
7932377_7932468_Os11g0246900	358.328787	288.4893138	332.2972008	314.7217367	203.8626065	227.0061951	236.6564487	196.3008996
801691_802140_Os11g0117700	55.12750569	76.84916182	61.64789699	69.23878206	108.5901321	83.89359385	79.29527763	96.04421696
8158888_8159008_Os11g0251250	12.79745668	14.63793558	9.773447084	14.94928249	14.34209292	8.224862142	11.67914942	11.79490384
8198319_8198619_Os11g0252400	85.64451777	65.87071013	69.16593321	81.82765153	59.41724211	47.70420042	53.47821049	55.60454666
845214_845690_Os11g0118800	54.14308595	46.35346268	63.90330785	48.78186918	48.66067242	43.59176935	47.94598182	49.70709474
854613_855058_Os11g0119100	171.2890355	148.2090978	166.1486004	164.4421074	130.6154891	157.9173531	163.5080919	144.0663254
8554046_8554283_Os11g0257800	21.65723438	21.34698939	17.2914833	18.8833042	18.43983376	13.98226564	12.90853357	16.00736949
8827342_8827756_Os11g0261900	49.22098722	48.79311861	51.12264628	55.86310826	81.4425991	81.4261352	82.98343008	79.19435434
885638_885904_Os11g0119900	19.68839489	18.90733346	18.79509055	14.94928249	9.732134483	9.86983457	15.98199394	14.32238323
8864478_8864887_Os11g0262600	73.83148084	70.75002199	67.66232596	79.46723851	86.56477514	101.1658043	103.2682685	89.30427191
8969429_8969969_Os11g0264200	99.42639419	90.87718342	95.47905997	116.4470426	86.56477514	95.40840084	100.1948082	105.3116414
906969_907829_Os11g0120600	146.6785419	150.0388397	183.4400837	150.2796293	180.8128144	175.1895636	186.8663907	156.7037224
9094533_9094771_Os11g0265600	104.3484929	92.70692537	86.45741651	88.12208626	93.223604	81.4261352	62.08389954	75.82438181
9094538_9094777_Os11g0265650	111.2394311	93.92675333	96.23086359	97.56373836	97.32134483	92.9409422	71.30428066	88.46177878
9112447_9112746_Os11g0265900	34.45469106	25.00647329	33.07935936	30.68536932	37.90410273	21.38464157	30.11991166	31.17224586
9150765_9150975_Os11g0266500	41.34562927	52.45260251	56.38527164	46.42145616	47.1240196	57.57403499	37.49621655	40.4396703
9193375_9193495_Os11g0267400	3.937678978	1.829741948	3.759018109	3.934021708	2.048870418	3.289944857	8.605689045	2.527479394
93715_93985_Os11g0102200	3.937678978	7.318967792	10.52525071	2.360413025	5.634393648	8.224862142	4.302844522	5.897451919
944678_944767_Os11g0121300	15.75071591	21.95690338	20.29869779	21.24371722	21.51313938	17.2722105	22.74360676	22.74731454
9466060_9466335_Os11g0271000	18.70397515	18.29741948	10.52525071	14.16247815	18.95205136	20.56215535	28.27583543	10.10991758
947564_947920_Os11g0121400	66.94054263	77.4590758	85.70561289	75.5332168	79.90594629	55.10657635	62.08389954	74.98188868
9807224_9807404_Os11g0276000	6.890938211	12.80819364	12.02885795	8.654847758	7.683264066	8.224862142	11.67914942	8.424931313
10052602_10052987_Os12g0273700	33.47027131	44.52372073	45.86002093	55.07630392	31.24527387	40.30182449	35.03744825	40.4396703
10061418_10061686_Os12g0273900	16.73513566	17.6875055	15.03607244	7.868043416	11.7810049	7.402375928	19.05545431	21.06232828
10281012_10281400_Os12g0277400	180.1488132	190.9030766	191.7099236	201.4219115	179.7883791	187.5268568	199.1602322	189.5609545
10297530_10297620_Os12g0277650	1708.952676	1669.334571	1812.598532	1749.852856	1201.6625	1185.202635	1053.582216	972.2370735
103443_103919_Os12g0102350	165.3825171	137.8405601	172.1630294	181.7518029	185.9349904	181.7694533	153.0583266	161.7586812
10454529_10454768_Os12g0278900	4.922098722	11.58836567	12.02885795	15.73608683	14.85431053	17.2722105	12.29384149	16.84986263
10468381_10468829_Os12g0279100	148.6473814	146.3793558	145.098099	123.5282816	119.3467018	131.5977943	102.6535765	107.8391208
10469007_10469575_Os12g0279100	228.3853807	196.3923024	181.1846729	189.6198463	175.6906383	142.2901151	164.737476	156.7037224
10606418_10606628_Os12g0281300	10.82861719	11.58836567	12.78066157	16.52289117	11.7810049	15.62723807	11.06445734	17.69235576
10635073_10635343_Os12g0281600	8.8597777	11.58836567	12.02885795	9.4416521	10.24435209	14.80475186	9.835073194	12.63739697
10809795_10810180_Os12g0284850	41.34562927	31.10561312	36.08657385	47.2082605	59.92945971	52.63911771	46.1019056	51.39208101
10824419_10830850_Os12g0285100	8210.060669	8010.000334	8098.428614	8453.425847	7406.154342	7144.115256	7077.564547	7329.690242
10870951_10871802_Os12g0285600	213.6190846	173.2155711	183.4400837	177.8177812	137.274318	176.0120498	159.2052473	139.8538598
10935593_10936217_Os12g0286600	1024.780954	1128.950782	1162.288399	1045.66297	1157.611786	1098.019096	1021.003536	1163.483014
1110238_1110508_Os12g0123500	94.50429547	87.21769952	97.73447084	90.48249929	92.7113864	98.6983457	105.7270368	92.67424444
11141287_11141557_Os12g0289600	11.81303693	28.0560432	27.81673401	29.89856498	21.00092178	17.2722105	16.59668602	22.74731454
11177159_11177368_Os12g0289833	6.890938211	4.879311861	3.007214487	1.573608683	3.073305626	6.579889713	4.917536597	12.63739697
11185087_11187233_Os12g0290100	84.66009803	87.8276135	70.66954045	77.10682548	91.17473358	79.78116277	69.46020443	59.81701232
11194131_11194371_Os12g0290150	408.534194	434.8686696	461.6074238	405.2042359	474.8257193	470.4621145	464.7072084	481.9060711
11267653_11267830_Os12g0291200	523.7113041	926.4593397	708.1990118	866.2715802	360.6011935	176.834536	389.1000832	286.4476646
11267665_11267845_Os12g0291301	790.4890548	909.3817482	905.9233643	863.9111671	340.1124893	68.26635578	378.650318	217.3632279
11356730_11357236_Os12g0292900	501.0696499	569.6596598	552.575662	517.7172568	355.9912351	335.5743754	365.7417844	400.1842373
1158083_1158438_Os12g0124000	288.4349851	254.9440448	269.8975002	253.350998	210.5214354	222.893764	211.4540737	224.1031729
1172748_1173197_Os12g0124400	163.4136776	137.2306461	131.5656338	131.3963251	171.5928975	173.5445912	178.8753937	164.2861606
11743146_11743356_Os12g0297500	197.8683686	190.9030766	202.2351743	183.3254116	219.7413523	168.6096739	164.737476	171.0261056
11864733_11865799_Os12g0298600	695.0003396	806.3062851	789.3938029	747.4641246	592.6357683	653.0540541	653.4176753	614.1774927
11898848_11899028_Os12g0299150	5.906518467	13.41810762	10.52525071	7.081239075	11.2687873	9.86983457	5.532228672	10.10991758
11904702_11905117_Os12g0299300	536.5087607	528.185509	530.773357	573.5803651	491.2166826	495.1367009	457.3309035	534.9831384
12086231_12087665_Os12g0403800	578.8388098	677.0045208	680.3822777	588.5296476	599.2945971	557.6456532	582.1133947	599.0126163
12221457_12221962_Os12g0405300	97.4575547	85.38795757	93.22364911	101.4977601	98.34578004	97.05337327	86.05689045	86.77679252
12223480_12223718_Os12g0405300	33.47027131	29.88578515	35.33477023	36.97980406	29.19640345	24.67458643	38.11090863	37.91219091
12228172_12228537_Os12g0405400	44.2988885	60.38148428	54.12986077	53.50269523	43.53849637	37.01187964	39.34029278	52.23457414
12308410_12309040_Os12g0407100	105.3329127	99.41597917	95.47905997	92.84291231	97.32134483	105.2782354	89.7450429	93.51673757
12356647_12356767_Os12g0408100	22.64165412	18.29741948	30.07214487	19.67010854	24.58644501	13.98226564	17.82607016	27.80227333
