	CK_Input_1	CK_Input_2	CK_Input_3	CK_Input_4	CK_m6A_1	CK_m6A_2	CK_m6A_3	CK_m6A_4	RSV_Input_1	RSV_Input_2	RSV_Input_3	RSV_Input_4	RSV_m6A_1	RSV_m6A_2	RSV_m6A_3	RSV_m6A_4
19909728_19909818_Os08g0416250	10.33413233	13.63637316	12.69381307	14.67503214	25.59491336	23.78664532	27.81673401	29.11176064	16.94952943	15.92752352	11.69251399	8.180893183	18.43983376	23.85210021	20.89953054	15.16487636
2013106_2013253_Os08g0135500	8.037658475	21.81819705	12.69381307	24.45838691	59.06518467	63.4310542	51.87444991	50.35547787	12.71214707	20.27139357	13.36287313	17.997965	54.80728367	57.57403499	55.32228672	52.23457414
20133252_20133608_Os08g0420600	48.22595085	46.36366873	42.31271023	35.46466102	52.17424646	42.0840648	51.12264628	57.43671694	32.48659808	30.40709035	35.07754196	17.997965	55.31950127	46.05922799	59.01043917	37.06969778
20155634_20156024_Os08g0421000	29.85416005	27.27274631	27.50326165	31.79590298	33.47027131	42.69397879	47.36362817	36.19299972	19.774451	11.58365347	15.03323227	14.72560773	27.65975064	25.49707264	32.57867996	24.43230081
20172931_20173140_Os08g0421400	63.15303088	64.09095383	47.60179901	36.68758036	32.48585157	43.91380675	36.08657385	47.99506484	59.32335301	55.02235397	48.44041509	57.26625228	50.70954284	41.12431071	43.02844522	42.96714969
20186986_20187285_Os08g0421800	25.26121235	23.18183436	29.61889716	24.45838691	23.62607387	18.29741948	20.29869779	29.11176064	15.53706865	18.82343689	5.011077423	16.36178637	17.92761615	18.09469671	20.89953054	16.00736949
20196652_20197070_Os08g0421850	355.9534468	279.5456497	368.120579	361.9841262	211.6502451	196.3923024	192.4617272	194.3406724	254.2429415	270.7678998	445.9858907	364.867836	197.2037777	211.378957	196.0867718	185.3484889
20196659_20197076_Os08g0421825	338.7298929	272.7274631	356.4845837	341.1944974	220.5100228	191.5129906	191.7099236	185.6858246	248.5930983	264.9760731	450.9969681	391.0466942	195.6671249	208.9114984	197.930848	169.3411194
2020828_2021536_Os08g0135800	104.4895602	103.636436	130.111584	89.27311222	96.47313496	100.0258932	77.43577305	100.7109557	115.8217845	94.11718443	115.2547807	117.8048618	85.54033993	92.9409422	84.21281423	92.67424444
20226240_20226539_Os08g0422300	95.30366478	61.3636792	101.5505046	80.7126768	192.9462699	173.8254851	190.2063163	188.0462377	91.80995109	97.0130978	61.80328822	96.53453956	200.7893009	176.834536	202.2336926	187.0334751
20255101_20255399_Os08g0422800	60.85655703	57.27276725	76.16287842	68.48348334	46.26772799	45.13363472	42.10100282	45.63465182	59.32335301	82.53353096	63.47364736	44.17682319	41.48962596	41.94679692	46.71659767	32.01473899
2033902_2034320_Os08g0136100	59.7083201	69.54550309	66.64251861	62.36888662	63.00286365	76.84916182	72.17314769	73.17280377	53.67350987	56.47031066	41.75897853	40.90446592	48.66067242	69.08884199	54.70759464	61.50199858
2034438_2034558_Os08g0136100	45.929477	49.09094336	43.37052799	63.59180596	36.42353055	28.0560432	18.79509055	28.3249563	67.79811773	50.67848392	35.07754196	62.17478819	22.02535699	19.73966914	26.43175921	23.58980768
20393960_20394110_Os08g0424600	35.59534468	43.6363941	25.38762614	41.57925774	28.54817259	29.88578515	30.82394849	39.34021708	22.59937258	27.51117699	18.37395055	24.54267955	23.5620098	20.56215535	29.50521958	29.48725959
20461753_20462201_Os08g0425800	323.8028129	323.1820438	321.5765978	335.0799006	568.0101926	611.7437246	609.7127373	582.2352128	542.3849418	515.4725793	522.8224112	528.4856996	869.2332747	808.5039485	894.9916607	906.5226092
20534768_20535366_Os08g0427100	213.5720681	184.0910376	149.1523036	169.985789	136.8343445	151.8685817	154.8715461	141.6247815	128.5339315	118.7324481	172.0469915	116.1686832	118.3222666	117.6155286	121.0943387	122.161504
20557017_20557882_Os08g0427300	220.4614896	230.4547063	241.1824483	206.6733694	420.3472309	509.8880895	505.2120339	447.6916704	255.6554023	260.632203	232.1799206	209.4308655	489.1678122	540.3734427	553.8375593	540.0380971
20595783_20596200_Os08g0428100	68.8942155	84.54551356	90.972327	62.36888662	159.4759986	182.3642808	224.0374793	188.833042	108.7594805	95.56514111	88.52903448	104.7154327	237.1567508	225.3612227	228.6654518	267.9128157
20619087_20619268_Os08g0428300	4.5929477	2.727274631	5.289088779	3.668758036	5.906518467	7.928881775	6.766232596	4.72082605	5.649843144	18.82343689	3.340718282	9.81707182	7.683264066	7.402375928	6.146920746	5.054958788
20622539_20622750_Os08g0428300	17.22355388	15.00001047	13.75163083	4.891677382	12.79745668	7.318967792	16.53967968	14.94928249	14.12460786	17.3754802	26.72574626	17.997965	16.39096334	16.44972428	17.21137809	14.32238323
20666239_20666659_Os08g0428900	176.8284865	166.3637525	173.482112	128.4065313	145.6941222	154.3082376	162.3895823	156.574064	170.9077551	165.0670619	158.6841184	130.8942909	130.6154891	122.5504459	140.149793	140.6963529
20698448_20698980_Os08g0429200	291.652179	240.0001675	277.148252	269.042256	175.2267145	205.5410122	213.5122286	221.8788243	244.355716	280.9035966	247.2131529	227.4288305	217.1802643	173.5445912	189.9398511	185.3484889
2078954_2079192_Os08g0137100	470.7771393	414.5457439	414.6645603	424.3530129	245.1205164	211.640152	188.7027091	240.7621285	398.3139417	346.0616474	472.7116369	427.0426242	209.4970002	195.751719	189.9398511	219.0482141
20814509_20814689_Os08g0430500	1375.587836	1615.910219	1511.621573	1473.617811	437.0823666	471.4635086	515.7372846	500.4075613	1300.876384	1366.871109	1573.478311	1443.109558	447.1659686	472.1070869	458.5602877	508.0233581
20820967_20822200_Os08g0430700	440.9229792	439.0912156	455.9194527	452.4801578	468.5837984	481.8320463	490.927765	537.3873653	409.613628	383.7085211	449.326609	477.7641619	427.1894821	444.9650419	410.6143059	428.8290038
20848025_20848386_Os08g0431100	358.2499206	317.7274945	327.9235043	388.8883518	192.9462699	184.1940228	165.3967968	195.1274767	358.7650397	317.1025137	262.2463852	253.6076887	189.008296	167.7871877	191.1692352	168.4986263
20899235_20899442_Os08g0431800	16.07531695	17.7272851	17.98290185	18.34379018	28.54817259	19.51724745	19.54689417	32.25897801	25.42429415	20.27139357	13.36287313	19.63414364	22.02535699	29.60950371	27.04645128	26.11728707
20904844_20905381_Os08g0432000	36.7435816	35.4545702	21.15635512	24.45838691	101.3952337	89.65735545	96.23086359	85.76167324	22.59937258	20.27139357	23.38502798	37.63210864	105.5168265	103.633263	101.4241923	113.7365727
21000075_21000639_Os08g0433100	362.8428683	421.3639305	385.0456631	393.7800292	622.1532785	705.060564	704.4399936	606.6261474	466.1120594	495.2011858	435.9637358	438.4958746	777.5463235	791.231738	754.2271756	851.7605557
21034199_21034763_Os08g0433600	677.4597858	594.5458696	692.87063	659.1535272	604.4337231	631.870886	624.7488097	643.6059515	580.5213831	615.3815905	584.6256994	543.2113074	426.1650469	514.8763701	501.5887329	493.7009749
21046834_21047014_Os08g0434000	1.148236925	1.363637316	3.173453267	6.114596727	3.937678978	7.318967792	7.518036218	4.72082605	0	11.58365347	1.670359141	0	7.683264066	4.934917285	1.844076224	10.95241071
21050707_21050855_Os08g0434100	244.574465	267.2729138	280.3217053	265.373498	138.803184	151.8685817	168.4040113	132.1831294	457.6372947	405.4278714	602.9996499	759.1868874	186.447208	217.1363605	272.3085891	186.190982
21086229_21086649_Os08g0434632	53.96713548	66.81822846	62.41124759	58.70012858	135.8499247	120.7629686	116.5295614	125.1018903	90.39749031	98.46105448	73.49580221	96.53453956	129.5910539	154.6274083	122.9384149	142.3813392
2116946_2117035_Os08g0137400	14.92708003	31.36365826	37.02362145	18.34379018	22.64165412	17.07759151	16.53967968	11.80206512	35.31151965	27.51117699	21.71466883	19.63414364	18.43983376	16.44972428	28.27583543	21.06232828
21193849_21194296_Os08g0436100	192.9038034	246.8183541	211.5635512	179.7691438	456.7707614	447.6768633	506.7156411	390.2549535	227.4061866	217.1935025	202.1134561	201.2499723	480.9723305	501.7165906	521.8735714	560.2579323
21241357_21241803_Os08g0437300	254.9085974	248.1819914	241.1824483	240.915111	148.6473814	134.7909902	126.3030085	166.0157161	151.1333041	159.2752352	250.5538712	256.880046	113.2000906	121.7279597	106.956421	95.20172383
21317331_21317660_Os08g0438600	22.9647385	32.72729557	34.90798594	25.68130625	38.39237004	35.98492498	36.83837747	39.34021708	26.83675494	41.99074382	40.08861939	16.36178637	50.19732523	44.41425557	50.40475012	43.80964283
21324676_21325275_Os08g0439000	31.00239698	31.36365826	34.90798594	36.68758036	74.81590058	81.72847368	81.94659478	56.6499126	35.31151965	26.0632203	43.42933767	71.99186001	70.68602941	81.4261352	87.90096667	105.3116414
21399060_21399445_Os08g0439900	17.22355388	13.63637316	19.0407196	24.45838691	43.31446876	29.88578515	33.07935936	37.7666084	15.53706865	13.03161015	20.04430969	14.72560773	35.3430147	33.72193478	37.49621655	35.38471151
2151350_2151526_Os08g0138500	793.4317152	728.1823265	800.7680411	766.7704296	439.051206	486.7113582	402.2149377	459.4937355	669.5064126	661.7162044	980.5008158	1058.607578	364.6989343	364.3613929	415.5318425	311.7224586
2154468_2154707_Os08g0138600	58.56008318	65.45459115	56.06434106	40.3563384	36.42353055	39.64440887	42.85280644	33.83258669	31.07413729	46.33461387	53.45149252	34.35975137	29.70862105	35.36690721	31.96398788	37.91219091
21552977_21554403_Os08g0442300	289.3557051	309.5456706	344.8485884	272.711014	737.3303886	768.4916182	790.1456065	820.6369283	313.5662945	286.6954233	273.9388991	271.6056537	758.0820545	769.0246102	769.5944774	751.5038731
21578117_21578297_Os08g0442700	14.92708003	20.45455973	13.75163083	14.67503214	12.79745668	16.46767753	24.0577159	11.80206512	11.29968629	5.791826734	10.02215485	8.180893183	12.80544011	8.224862142	8.605689045	5.054958788
21578125_21578305_Os08g0442600	25.26121235	32.72729557	23.27199063	31.79590298	15.75071591	20.73707541	28.56853763	15.73608683	15.53706865	13.03161015	31.73682368	22.90650091	19.46426897	9.047348356	10.44976527	12.63739697
2159516_2159756_Os08g0138700	6.88942155	2.727274631	8.462542046	8.560435418	9.844197445	12.19827965	9.773447084	5.507630392	11.29968629	7.239783418	0	14.72560773	9.732134483	12.33729321	15.36730187	17.69235576
21700256_21700465_Os08g0445000	152.715511	175.9092137	166.0773877	190.7754179	88.597777	91.4870974	100.7416853	92.84291231	128.5339315	137.5558849	155.3434001	161.981685	84.51590473	77.31370413	73.14835688	67.3994505
21765528_21765765_Os08g0446301	11.48236925	8.181823893	3.173453267	4.891677382	14.76629617	10.97845169	7.518036218	13.37567381	4.237382358	1.447956684	1.670359141	6.544714547	15.87874574	9.86983457	8.605689045	13.4798901
21822887_21823157_Os08g0447000	623.4926503	681.8186578	684.408088	717.8536558	456.7707614	456.825573	423.2654391	433.5291922	562.1593929	603.797937	903.6642953	1076.605543	316.5504795	379.1661447	383.5678546	307.5099929
21835085_21835742_Os08g0447200	80.37658475	85.90915088	68.75815413	81.93559614	134.865505	151.8685817	158.6305642	140.0511728	107.3470197	88.3253577	98.55118933	107.98779	164.9340686	199.86415	189.9398511	179.451037
21839344_21839733_Os08g0447200	109.0825079	96.8182494	85.68323822	101.5023057	60.04960441	66.48062411	69.16593321	72.38599943	114.4093237	115.8365347	131.9583721	119.4410405	97.83356244	78.95867656	80.52466178	83.40681999
21840209_21840509_Os08g0447200	28.70592313	49.09094336	51.83307003	50.13969316	31.50143182	32.32544108	27.81673401	27.53815196	57.91089223	49.23052724	113.5844216	107.98779	47.63623721	48.52668664	41.184369	48.02210848
21851625_21852726_Os08g0447500	189.4590926	139.0910062	143.8632148	136.9669667	281.5440469	253.7242168	289.4443944	262.7926501	156.7831473	157.8272785	108.5733442	183.2520073	220.7657875	203.1540949	248.9502902	254.4329256
21921212_21921568_Os08g0448900	26.40944928	30.00002094	19.0407196	20.78962887	23.62607387	35.98492498	27.81673401	36.97980406	12.71214707	28.95913367	15.03323227	21.27032228	43.02627877	25.49707264	23.35829884	38.75468404
22048466_22048676_Os08g0451400	48.22595085	51.81821799	60.29561208	56.25428989	74.81590058	78.06898978	66.91052234	70.02558641	67.79811773	53.57439729	55.12185166	65.44714547	84.00368712	70.73381442	71.30428066	70.76942303
22054122_22054506_Os08g0451500	5.741184625	9.545461209	5.289088779	13.4521128	21.65723438	21.95690338	15.78787606	13.37567381	11.29968629	10.13569678	5.011077423	8.180893183	18.43983376	21.38464157	20.28483846	14.32238323
22358500_22358676_Os08g0455800	194.0520403	214.0910585	207.3322801	212.7879661	95.48871522	89.65735545	95.47905997	98.35054271	303.679069	288.14338	325.7200325	337.0527991	135.2254476	149.692491	140.7644851	120.4765178
22384013_22384223_Os08g0456600	8.037658475	8.181823893	10.57817756	3.668758036	13.78187642	15.24784957	19.54689417	14.16247815	5.649843144	4.343870051	10.02215485	4.90853591	12.80544011	15.62723807	12.90853357	13.4798901
22616851_22617241_Os08g0460600	195.2002773	165.0001152	210.5057334	156.5336762	167.3513566	146.3793558	135.3246519	143.9851945	151.1333041	128.8681448	165.365555	194.7052578	110.6390025	111.0356389	107.5711131	109.5241071
22617095_22617245_Os08g0460650	176.8284865	152.7273793	183.0024718	128.4065313	117.1459496	85.38795757	83.45020202	90.48249929	115.8217845	111.4926646	182.0691464	232.3373664	79.90594629	59.21900742	52.24882634	63.18698484
22634416_22635123_Os08g0460900	67.74597858	64.09095383	55.0065233	70.92932203	67.92496237	78.67890376	73.67675494	64.51795601	59.32335301	76.74170423	56.7922108	62.17478819	67.10050618	76.49121792	71.91897273	78.35186121
22647188_22647626_Os08g0461100	11.48236925	12.27273584	10.57817756	25.68130625	26.5793331	23.17673134	27.06493039	27.53815196	8.474764716	2.895913367	10.02215485	4.90853591	14.34209292	23.029614	25.81706713	21.06232828
22660570_22669126_Os08g0461400	452.4053485	465.0003246	476.0179901	446.3655611	331.7494539	305.5669053	315.0057175	297.4120411	444.9251476	440.1788318	549.5481574	463.0385542	299.135081	292.8050922	313.4929581	289.8176372
22670566_22670835_Os08g0461700	9.1858954	15.00001047	15.86726634	13.4521128	33.47027131	29.88578515	22.55410865	17.30969552	2.824921572	13.03161015	10.02215485	11.45325046	25.61088022	35.36690721	23.97299091	37.91219091
22692409_22692736_Os08g0462300	9.1858954	13.63637316	9.520359802	12.22919345	19.68839489	14.63793558	18.79509055	14.16247815	18.36199022	14.47956684	11.69251399	6.544714547	12.29322251	15.62723807	22.12891469	21.06232828
22721413_22721757_Os08g0463100	62.00479395	72.27277772	41.25489248	67.260564	54.14308595	41.47415082	39.09378833	35.40619537	39.54890201	33.30300372	33.40718282	17.997965	33.29414429	23.029614	30.73460373	22.74731454
228235_228384_Os08g0104300	68.8942155	81.81823893	68.75815413	94.1647896	46.26772799	45.13363472	53.37805715	39.34021708	84.74764716	85.42944433	90.19939362	86.71746774	49.17289002	49.34917285	50.40475012	50.54958788
22830826_22831125_Os08g0464950	59.7083201	73.63641504	60.29561208	66.03764465	58.08076492	58.55174234	51.87444991	58.22352128	28.24921572	26.0632203	21.71466883	26.17885819	23.0497922	30.43198992	27.66114336	26.9597802
22878734_22879214_Os08g0465800	639.5679672	662.7277353	679.1189992	654.2618498	865.3049554	816.6748228	833.7502166	848.1750803	683.6310205	710.9467316	703.2211984	798.4551747	700.2014652	740.2375928	690.2991998	750.66138
22892240_22892690_Os08g0466050	10.33413233	16.36364779	6.346906535	8.560435418	15.75071591	25.00647329	18.04328692	11.80206512	7.06230393	8.687740101	3.340718282	4.90853591	16.90318095	17.2722105	15.98199394	16.00736949
22892779_22893050_Os08g0466050	1.148236925	2.727274631	1.057817756	4.891677382	14.76629617	7.318967792	11.27705433	10.22845644	2.824921572	1.447956684	5.011077423	4.90853591	9.219916879	11.514807	9.22038112	10.10991758
22987125_22989177_Os08g0467400	184.8661449	155.454654	162.9039344	183.4379018	332.7338736	311.0561312	354.0995059	320.229367	224.581265	212.8496325	215.4763292	242.1544382	374.4310688	398.9058139	351.6038667	378.2794159
23041741_23041890_Os08g0468400	51.67066163	40.90911947	49.71743452	44.02509643	39.37678978	28.0560432	24.0577159	36.97980406	33.89905887	33.30300372	38.41826025	29.45121546	27.14753303	29.60950371	24.58768299	22.74731454
23052991_23053231_Os08g0468700	0	1.363637316	1.057817756	1.222919345	3.937678978	5.489225844	7.518036218	3.147217367	0	28.95913367	13.36287313	1.636178637	6.146611253	9.86983457	2.458768299	10.10991758
23087335_23087514_Os08g0469700	97.60013863	130.9091823	108.9552288	108.8398217	51.18982671	48.79311861	48.86723542	59.01032562	97.45979424	76.74170423	56.7922108	52.35771637	37.39188512	41.94679692	37.49621655	49.70709474
2310031_2310330_Os08g0141400	19.52002773	20.45455973	20.09853736	28.12714494	19.68839489	39.03449489	35.33477023	26.75134762	45.19874515	50.67848392	26.72574626	40.90446592	49.17289002	47.70420042	39.34029278	54.76205353
232047_232374_Os08g0104300	145.8260895	151.363742	145.9788503	150.4190795	138.803184	121.3728826	133.8210447	142.4115858	161.0205296	140.4517983	126.9472947	98.1707182	122.4200075	113.5030976	149.9848662	125.5314766
23217131_23217399_Os08g0471800	122.861351	124.0909957	130.111584	141.8586441	95.48871522	103.6853771	110.5151324	114.0866295	77.68534323	88.3253577	75.16616135	55.63007365	84.51590473	93.76342842	90.35973497	72.45440929
23234506_23234717_Os08g0472000	230.7956219	204.5455973	215.7948222	234.8005143	116.1615298	126.2521944	118.7849722	103.0713688	213.2815787	253.3924196	387.5233207	315.7824769	125.4933131	117.6155286	108.1858051	107.8391208
23279266_23281480_Os08g0472600	422.5511884	432.273029	372.35185	369.3216423	874.1647331	903.2826083	992.3807808	874.1396236	471.7619025	499.5450558	412.5787079	382.865801	1076.681404	1082.391858	1118.739576	1166.852987
23288701_23288910_Os08g0472800	42.48476623	31.36365826	33.85016819	39.13341905	19.68839489	26.22630125	18.79509055	18.8833042	26.83675494	14.47956684	28.3961054	39.26828728	30.22083866	18.91718293	25.81706713	28.64476646
23451423_23451543_Os08g0476100	49.37418778	34.09093289	42.31271023	41.57925774	20.67281463	31.10561312	14.28426881	18.09649986	31.07413729	44.88665719	38.41826025	42.54064455	16.90318095	30.43198992	25.81706713	21.90482141
23565025_23566384_Os08g0477800	718.7963151	737.7277877	719.3160739	698.2869462	873.1803134	870.9571673	887.1282737	905.6117972	792.390501	800.720046	953.7750696	919.5323938	986.0188885	973.8236776	926.3409565	974.7645529
23600593_23601132_Os08g0478500	276.7250989	279.5456497	275.0326165	272.711014	241.1828374	231.1573994	239.8253554	223.452433	245.7681768	276.5597266	382.5122433	320.6910128	234.0834452	221.2487916	228.6654518	229.1581317
23650476_23650745_Os08g0479300	101.0448494	137.7273689	114.2443176	97.83354763	71.86264135	67.09053809	74.42855856	74.74641246	76.27288245	70.94987749	100.2215485	99.80689683	62.49054774	46.05922799	49.79005805	51.39208101
23750336_23750897_Os08g0480800	3093.350276	3075.002147	3317.316482	3259.080056	2121.424549	2035.28296	1959.200238	2144.041831	2680.850572	2529.580326	2873.017723	2765.141896	1613.997671	1663.067125	1703.311739	1458.35561
23750457_23750904_Os08g0480901	2452.634072	2488.638101	2718.591632	2662.295415	1775.893219	1673.603968	1583.298428	1771.883377	2154.002699	2054.650534	1874.142956	1708.170497	1300.520498	1323.380319	1384.901244	1167.69548
23756675_23761263_Os08g0481000	401.8829238	387.2729976	373.4096678	393.7800292	208.6969858	232.9871414	207.4977996	215.5843896	560.7469321	561.8071932	663.132579	634.837311	344.7224478	316.6571925	335.6218728	333.62728
23757319_23758176_Os08g0481100	205.5344096	196.3637734	176.6555652	191.9983372	99.42639419	129.3017643	114.2741505	107.0053905	296.6167651	292.4872501	290.6424906	268.3332964	192.5938193	176.834536	192.3986194	205.568324
23805360_23805451_Os08g0481400	191.7555665	190.9092242	210.5057334	194.4441759	105.3329127	108.5646889	160.1341714	116.4470426	93.22241188	107.1487946	187.0802238	232.3373664	64.02720055	87.1835387	67.61612821	64.02947798
23810672_23810909_Os08g0481500	74.63540013	69.54550309	82.50978495	89.27311222	117.1459496	129.3017643	141.3390809	125.1018903	64.97319616	82.53353096	51.78113337	52.35771637	101.4190857	134.0652529	104.4976527	123.0039972
23848473_23848622_Os08g0482300	73.4871632	72.27277772	87.79887373	66.03764465	70.8782216	60.99139827	71.42134407	56.6499126	128.5339315	134.6599716	86.85867534	83.44511047	89.12586316	80.60364899	90.97442705	85.09180626
23850390_23850750_Os08g0482500	18.3717908	17.7272851	16.92508409	23.23546756	26.5793331	29.88578515	31.57575212	27.53815196	15.53706865	21.71935025	10.02215485	19.63414364	24.58644501	39.47933828	42.41375315	32.85723212
2392682_2392979_Os08g0143500	180.2731972	163.6364779	156.5570279	173.654547	187.0397515	191.5129906	183.4400837	182.5386073	161.0205296	178.0986721	157.0137593	158.7093278	180.8128144	170.2546463	192.3986194	168.4986263
23951450_23951835_Os08g0484700	412.2170561	383.1820857	386.1034809	379.1049971	218.5411833	234.2069693	243.5843735	250.990585	370.0647259	338.821864	497.7670241	422.1340883	197.7159953	215.4913881	249.5649823	192.9309271
23960425_23960961_Os08g0484800	218.1650158	216.8183332	188.2915605	188.3295792	471.5370576	497.0798959	518.7444991	459.4937355	156.7831473	146.243625	125.2769356	143.98372	347.2835358	360.2489618	363.8977082	374.9094434
23995278_23996115_Os08g0485400	36.7435816	51.81821799	41.25489248	50.13969316	86.62893751	110.3944309	90.96823824	101.4977601	88.98502952	114.388578	83.51795706	94.89836092	184.3983376	163.6747566	190.5545431	179.451037
24027054_24027173_Os08g0485900	305.4310221	328.636593	360.7158547	304.506917	205.7437266	202.4914422	218.7748539	210.8635636	168.0828335	152.0354518	297.3239271	297.7845119	99.37021525	113.5030976	124.7824912	104.4691483
24081859_24082128_Os08g0487000	21.81650158	9.545461209	23.27199063	23.23546756	31.50143182	28.0560432	22.55410865	25.17773893	24.01183336	28.95913367	25.05538712	21.27032228	35.3430147	30.43198992	29.50521958	22.74731454
24081859_24082218_Os08g0487000	22.9647385	12.27273584	28.56107941	24.45838691	34.45469106	30.49569913	23.30591228	28.3249563	24.01183336	36.19891709	28.3961054	22.90650091	36.87966752	31.25447614	30.11991166	26.11728707
24124861_24125573_Os08g0487800	913.9965923	990.0006911	929.8218073	903.7373963	564.0725136	592.8363912	593.9248612	604.2657344	692.1057852	780.4486524	858.5645985	788.6381029	632.0765238	562.5805705	542.1584098	567.8403705
24125167_24125550_Os08g0487850	791.1352413	850.9096849	776.4382328	780.2225424	295.3259233	313.4957871	290.196198	354.8487581	586.1712262	644.3407242	773.3762823	721.5547788	320.6482204	273.8879093	274.7673574	262.0153638
24127166_24127955_Os08g0487800	714.2033674	751.3641609	728.8364337	716.6307364	532.5710818	530.0152509	482.6579252	522.4380829	536.7350987	540.087843	648.0993468	706.829171	415.9206948	399.7283001	388.4853912	379.9644022
24188177_24188268_Os08g0489300	458.1465331	422.7275678	421.0114668	459.8176739	207.7125661	168.9461732	230.8037119	206.9295419	231.6435689	180.9945854	272.26854	242.1544382	123.9566603	105.2782354	97.12134779	98.57169636
24240240_24241102_Os08g0490300	413.365293	396.8184588	392.4503874	358.3153682	495.1631315	501.3492938	450.3303695	494.1131266	350.2902749	395.2921746	459.3487638	420.4979096	506.5832107	438.3851522	450.5692907	394.2867854
24261315_24261610_Os08g0490900	4950.049384	5053.639891	4854.325681	4763.27085	2556.538076	2399.401608	2218.572488	2402.900459	2615.877376	2610.6659	2847.962336	2915.67033	1266.714136	1348.054905	1255.201216	1200.552712
24277133_24277403_Os08g0491200	35.59534468	19.09092242	39.13925696	24.45838691	29.53259233	21.34698939	23.30591228	34.61939103	28.24921572	34.75096041	23.38502798	22.90650091	27.14753303	22.20712778	29.50521958	37.91219091
2433887_2435515_Os08g0144000	683.2009704	635.454989	597.667032	698.2869462	492.2098722	466.5841967	436.0461007	484.6714745	683.6310205	667.5080311	718.2544307	715.0100642	486.6067242	479.5094629	457.3309035	471.7961535
24388365_24389114_Os08g0493900	60.85655703	60.00004188	74.04724291	73.37516072	105.3329127	155.5280656	140.5872773	144.7719989	83.33518638	79.6376176	80.17723877	78.53657456	152.6408461	132.4202805	134.6175643	144.0663254
24397998_24398208_Os08g0494300	6.88942155	4.090911947	8.462542046	3.668758036	11.81303693	7.318967792	3.759018109	4.72082605	1.412460786	1.447956684	11.69251399	1.636178637	10.75656969	7.402375928	7.99099697	8.424931313
24406080_24406486_Os08g0494200	26.40944928	19.09092242	21.15635512	13.4521128	54.14308595	49.4030326	58.6406825	56.6499126	9.887225502	17.3754802	11.69251399	21.27032228	35.85523231	29.60950371	41.79906108	34.54221838
24464441_24464620_Os08g0495500	121.7131141	165.0001152	136.4584905	161.4253536	97.4575547	89.65735545	66.15871872	89.69569495	173.7326767	139.0038416	304.0053637	227.4288305	111.1512202	117.6155286	134.6175643	101.0991758
24467506_24467893_Os08g0495500	144.6778526	102.2727987	115.3021354	121.0690152	86.62893751	97.58623723	85.70561289	94.416521	203.3943532	153.4834085	118.595499	132.5304696	152.1286285	106.1007216	138.3057168	149.9637774
24514665_24514961_Os08g0496400	2.29647385	2.727274631	1.057817756	2.445838691	7.875357956	4.879311861	12.02885795	13.37567381	2.824921572	2.895913367	0	1.636178637	2.561088022	4.934917285	5.532228672	7.582438181
24517655_24518006_Os08g0496500	444.36769	400.9093708	454.861635	417.0154968	228.3853807	242.1358511	231.5555155	232.8940851	392.6640985	406.8758281	517.8113337	525.2133424	216.6680467	212.2014433	227.4360676	194.6159133
24518296_24518559_Os08g0496500	158.4566957	167.7273898	155.4992101	167.5399503	124.0368878	106.125033	124.7994012	93.62971666	170.9077551	136.1079283	152.0026818	137.4390055	120.371137	127.4853632	116.7914942	90.98925818
24528833_24529100_Os08g0496700	8.037658475	9.545461209	8.462542046	4.891677382	7.875357956	5.489225844	5.262625353	5.507630392	12.71214707	2.895913367	3.340718282	4.90853591	12.80544011	9.86983457	13.52322564	19.37734202
24581334_24581661_Os08g0497900	34.44710775	35.4545702	33.85016819	24.45838691	16.73513566	37.20475294	31.57575212	34.61939103	50.8485883	68.05396413	50.11077423	45.81300183	51.73397804	50.17165906	40.56967693	48.86460161
24621379_24621615_Os08g0499000	47.07771393	34.09093289	25.38762614	46.47093513	28.54817259	36.59483896	28.56853763	25.17773893	38.13644122	31.85504704	26.72574626	40.90446592	33.29414429	31.25447614	32.57867996	36.22720464
24665257_24665377_Os08g0499532	22.9647385	28.63638363	33.85016819	19.56670953	11.81303693	15.24784957	13.53246519	15.73608683	31.07413729	26.0632203	35.07754196	75.26421729	17.92761615	17.2722105	19.67014639	16.84986263
24704244_24704715_Os08g0500400	352.508736	300.0002094	344.8485884	358.3153682	222.4788623	186.6336787	176.6738511	202.2087158	245.7681768	286.6954233	292.3128497	220.8841159	141.8842764	147.2250323	159.2052473	142.3813392
24704282_24704612_Os08g0500300	355.9534468	312.2729453	361.7736725	371.767481	228.3853807	184.8039367	188.7027091	215.5843896	264.130167	291.0392934	394.2047573	319.0548341	145.4697996	143.9350875	158.5905553	150.8062705
24715256_24715643_Os08g0500500	42.48476623	38.18184483	40.19707472	40.3563384	36.42353055	51.84268853	52.62625353	44.06104313	52.26104908	46.33461387	46.77005595	45.81300183	47.63623721	46.88171421	59.01043917	42.96714969
24719202_24719503_Os08g0500700	607.4173333	598.6367815	575.4528592	610.2367534	397.7055768	432.4290137	446.5713514	429.5951705	911.037207	862.9821834	726.6062264	679.0141342	471.240196	555.1781946	551.378791	522.3457414
24719831_24720012_Os08g0500700	1001.262599	960.0006701	1004.926868	969.7750409	525.6801436	497.6898099	469.8772636	469.722192	1524.045188	1460.988294	2128.037546	2004.31883	751.9354433	759.1547757	749.9243311	620.9174377
24733542_24734103_Os08g0500900	41.3365293	43.6363941	43.37052799	44.02509643	105.3329127	104.905205	102.2452926	88.12208626	48.02366673	37.64687377	38.41826025	32.72357273	89.63808077	95.40840084	82.368738	96.88671009
